0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
2.7968550475478344,1.398427818348956,2.796854450431369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.398427818348956,1.3984273148595667,1.3984270628752034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.593710095095669,0.0,0.0,0.0,0.0,0.0,1.3984275237739172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.7968541257504067,0.0,2.7968546297191335,1.3984271417580276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.3984275237739172,0.0,0.0,2.796853829036389,1.398427818348956,6.9921390917447805,1.3984280619668255,1.3984280619668255,1.3984273148595667,1.398427653880677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.195280743554584,4.195283455046868,0.0,0.0,0.0,0.0,0.0,1.398427818348956,1.3984274130894792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.3984273148595667,1.3984270628752034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.398427818348956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3984271417580276,0.0,0.0,0.0,0.0,0.0,4.1952819445787,0.0,0.0,0.0,0.0,1.3984280619668255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15.382706001838516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3984274130894792,0.0,0.0,9.788996433767778,1.398427653880677,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.390565923284061,2.796856123933651,0.0,0.0,0.0,0.0
0.0,0.0,1.3984272252156844,0.0,0.0,0.0,0.0,11.187418518876534,4.195281425274083,1.3984269145181945,0.0,0.0,0.0,0.0,4.1952819445787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.195282571321751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.796853829036389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3984274130894792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.992137618869586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.7968546297191335,4.19528118862561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.195281425274083,6.992134572590972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.3984272252156844,0.0,0.0,1.3984270628752034,4.195282571321751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3984269145181945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.796856123933651,2.796856123933651,2.796855636697912,0.0
0.0,0.0,0.0,4.195283455046868,0.0,0.0,0.0,0.0,0.0,2.796853829036389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.398427818348956,0.0,0.0,0.0,0.0,0.0,0.0,1.398427818348956,5.593712247867302
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3984269145181945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.585848884926094,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.796855636697912,2.7968548261789583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.3984275237739172,0.0,0.0,2.796853829036389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
